parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ministr ultimaPalavraA=partid primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=reval ultimaPalavraA=europ primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=aut ultimaPalavraA=mentir primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=ministr ultimaPalavraA=brasil primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ministr ultimaPalavraA=temp primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=dig ultimaPalavraA=trabalh primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=ministr ultimaPalavraA=politiqueir primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=carreir ultimaPalavraA=papel primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=desvi ultimaPalavraA=assunt primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=sai ultimaPalavraA=medic primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=19 primeiraPalavraA=estudant ultimaPalavraA=ministr primeiraPalavraB=faz ultimaPalavraB=medicin mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=faz ultimaPalavraA=medicin primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=invest ultimaPalavraA=estrutur primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=necessit ultimaPalavraA=reval primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=lingu ultimaPalavraA=ministr primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ministr ultimaPalavraA=partid primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=reval ultimaPalavraA=europ primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=aut ultimaPalavraA=mentir primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ministr ultimaPalavraA=brasil primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=ministr ultimaPalavraA=temp primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=dig ultimaPalavraA=trabalh primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=ministr ultimaPalavraA=politiqueir primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=carreir ultimaPalavraA=papel primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=desvi ultimaPalavraA=assunt primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=19 primeiraPalavraA=sai ultimaPalavraA=medic primeiraPalavraB=é ultimaPalavraB=barat mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=é ultimaPalavraA=barat primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=faz ultimaPalavraA=medicin primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=invest ultimaPalavraA=estrutur primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=necessit ultimaPalavraA=reval primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=lingu ultimaPalavraA=ministr primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=ministr ultimaPalavraA=partid primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=reval ultimaPalavraA=europ primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=aut ultimaPalavraA=mentir primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=ministr ultimaPalavraA=brasil primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=ministr ultimaPalavraA=temp primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=dig ultimaPalavraA=trabalh primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=ministr ultimaPalavraA=politiqueir primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=carreir ultimaPalavraA=papel primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=19 primeiraPalavraA=desvi ultimaPalavraA=assunt primeiraPalavraB=president ultimaPalavraB=inscrit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=president ultimaPalavraA=inscrit primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=é ultimaPalavraA=barat primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=faz ultimaPalavraA=medicin primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=invest ultimaPalavraA=estrutur primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=necessit ultimaPalavraA=reval primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=lingu ultimaPalavraA=ministr primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=ministr ultimaPalavraA=partid primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=reval ultimaPalavraA=europ primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=aut ultimaPalavraA=mentir primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=ministr ultimaPalavraA=brasil primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=ministr ultimaPalavraA=temp primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=dig ultimaPalavraA=trabalh primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=ministr ultimaPalavraA=politiqueir primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=19 primeiraPalavraA=carreir ultimaPalavraA=papel primeiraPalavraB=ministr ultimaPalavraB=internaut mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=president ultimaPalavraA=inscrit primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=é ultimaPalavraA=barat primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=faz ultimaPalavraA=medicin primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=invest ultimaPalavraA=estrutur primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=necessit ultimaPalavraA=reval primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=lingu ultimaPalavraA=ministr primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ministr ultimaPalavraA=partid primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=reval ultimaPalavraA=europ primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=aut ultimaPalavraA=mentir primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=ministr ultimaPalavraA=brasil primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=ministr ultimaPalavraA=temp primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=dig ultimaPalavraA=trabalh primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=19 primeiraPalavraA=ministr ultimaPalavraA=politiqueir primeiraPalavraB=ministr ultimaPalavraB=trabalh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ministr ultimaPalavraA=trabalh primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=president ultimaPalavraA=inscrit primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=é ultimaPalavraA=barat primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=faz ultimaPalavraA=medicin primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=invest ultimaPalavraA=estrutur primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=ministr ultimaPalavraA=internaut primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=necessit ultimaPalavraA=reval primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=lingu ultimaPalavraA=ministr primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=é ultimaPalavraA=class primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=mentir ultimaPalavraA=mentir primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=imagin ultimaPalavraA=estrangeir primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=assunt ultimaPalavraA=pov primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ministr ultimaPalavraA=par primeiraPalavraB=ato ultimaPalavraB=normatiz mensagemATemNomeB=false mensagemBTemNomeA=false ?
